,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Party,Most Likely Topic
33,0.10000047832727432,0.10000047832727432,0.5999981164932251,0.10000047087669373,0.10000047087669373,0,Topic 3
34,0.01868697814643383,0.9252339601516724,0.01862330175936222,0.018749859184026718,0.018705876544117928,1,Topic 2
35,0.5987820029258728,0.10000205039978027,0.10000204294919968,0.10121187567710876,0.10000204294919968,1,Topic 1
36,0.0202462337911129,0.02050757221877575,0.2141808420419693,0.7249307632446289,0.020134558901190758,0,Topic 4
37,0.020006246864795685,0.509579062461853,0.01873846724629402,0.2779765725135803,0.17369961738586426,0,Topic 2
38,0.020466767251491547,0.021046530455350876,0.022072091698646545,0.6464096307754517,0.2900049388408661,0,Topic 4
39,0.01545732282102108,0.015528475865721703,0.2869841158390045,0.33928176760673523,0.3427483141422272,0,Topic 5
40,0.022711483761668205,0.2678556442260742,0.24068571627140045,0.02262619324028492,0.4461209774017334,1,Topic 5
41,0.025198552757501602,0.025243747979402542,0.457483172416687,0.46661755442619324,0.025456957519054413,1,Topic 4
42,0.020552968606352806,0.02017034962773323,0.6110406517982483,0.32808107137680054,0.02015499398112297,1,Topic 3
43,0.5273959636688232,0.02866409160196781,0.02970457449555397,0.028807051479816437,0.3854283094406128,1,Topic 1
44,0.01822684146463871,0.01839342899620533,0.018812865018844604,0.9261155128479004,0.018451379612088203,0,Topic 4
45,0.01566067710518837,0.015757078304886818,0.2878471612930298,0.32605594396591187,0.3546791076660156,1,Topic 5
46,0.018223611637949944,0.018248064443469048,0.9271309971809387,0.018196702003479004,0.018200652673840523,0,Topic 3
47,0.018222298473119736,0.018203796818852425,0.01819278858602047,0.9271776676177979,0.0182034932076931,1,Topic 4
48,0.025029683485627174,0.025605907663702965,0.7335100769996643,0.025224806740880013,0.19062957167625427,1,Topic 3
49,0.01728161610662937,0.01739153079688549,0.01736271195113659,0.5069835782051086,0.44098058342933655,1,Topic 4
50,0.4443719983100891,0.01704235188663006,0.017681807279586792,0.3615225851535797,0.15938127040863037,0,Topic 1
51,0.02055070549249649,0.551550567150116,0.3871386647224426,0.020567767322063446,0.02019229717552662,0,Topic 2
52,0.5166108012199402,0.4217101037502289,0.020471841096878052,0.02073857933282852,0.020468706265091896,0,Topic 1
53,0.020157819613814354,0.02022852748632431,0.1301541030406952,0.6578500270843506,0.1716095507144928,0,Topic 4
54,0.03388473764061928,0.033335987478494644,0.6786544322967529,0.033524658530950546,0.2206002175807953,0,Topic 3
55,0.01820005476474762,0.018670232966542244,0.6188362836837769,0.018265152350068092,0.3260282874107361,1,Topic 3
56,0.29292625188827515,0.4434677064418793,0.09516778588294983,0.15284986793994904,0.01558841485530138,1,Topic 2
57,0.0333922877907753,0.03348470479249954,0.6741151809692383,0.03431609645485878,0.2246917486190796,0,Topic 3
58,0.02000027522444725,0.020006446167826653,0.9199295043945312,0.020030448213219643,0.02003333531320095,0,Topic 3
59,0.3361675441265106,0.0201121736317873,0.6034668684005737,0.020094074308872223,0.020159391686320305,1,Topic 3
60,0.06690764427185059,0.06690622866153717,0.7323760986328125,0.06690478324890137,0.06690526008605957,1,Topic 3
61,0.24277368187904358,0.021460143849253654,0.02133592776954174,0.5144572257995605,0.19997306168079376,0,Topic 4
62,0.019279414787888527,0.3404208719730377,0.340943306684494,0.019308671355247498,0.28004777431488037,0,Topic 3
63,0.015386777929961681,0.015430046245455742,0.7050519585609436,0.015502708032727242,0.24862852692604065,1,Topic 3
64,0.2873445451259613,0.028909364715218544,0.4838913381099701,0.17123764753341675,0.028617100790143013,0,Topic 3
65,0.02914065681397915,0.028779398649930954,0.8846765160560608,0.028724798932671547,0.028678663074970245,0,Topic 3
66,0.014469629153609276,0.35781025886535645,0.2604256570339203,0.015022984705865383,0.3522714376449585,0,Topic 2
67,0.016949906945228577,0.2749773859977722,0.40285077691078186,0.017286501824855804,0.28793543577194214,1,Topic 3
68,0.020666243508458138,0.22913242876529694,0.16442324221134186,0.020977970212697983,0.5648001432418823,1,Topic 5
69,0.02034229226410389,0.11893697828054428,0.02012460120022297,0.020167158916592598,0.8204289078712463,0,Topic 5
70,0.4104447364807129,0.3283827602863312,0.01926090568304062,0.019118983298540115,0.2227926254272461,1,Topic 1
71,0.01345512643456459,0.33022400736808777,0.4003548324108124,0.1255272775888443,0.13043874502182007,1,Topic 3
72,0.01440661121159792,0.09125623852014542,0.3276192843914032,0.357558935880661,0.20915889739990234,0,Topic 4
73,0.02006538026034832,0.11189816892147064,0.17485493421554565,0.020643938332796097,0.6725375652313232,1,Topic 5
74,0.01699024811387062,0.7573309540748596,0.01674165204167366,0.016737675294280052,0.1921994835138321,1,Topic 2
75,0.02254875935614109,0.02258395403623581,0.6185866594314575,0.3133419454097748,0.022938696667551994,0,Topic 3
76,0.018231360241770744,0.01869983971118927,0.018441343680024147,0.40106096863746643,0.5435664653778076,0,Topic 5
77,0.016864458099007607,0.017121830955147743,0.016867168247699738,0.5408346652984619,0.4083118438720703,1,Topic 4
78,0.020138217136263847,0.20144447684288025,0.4935530722141266,0.020205048844218254,0.26465916633605957,0,Topic 3
79,0.20000000298023224,0.20000000298023224,0.20000000298023224,0.20000000298023224,0.20000000298023224,1,Topic 1
80,0.018193703144788742,0.018256735056638718,0.927079975605011,0.018233295530080795,0.018236316740512848,1,Topic 3
81,0.10305247455835342,0.5938904285430908,0.10035879164934158,0.1021190658211708,0.10057927668094635,0,Topic 2
82,0.1065964326262474,0.01671447418630123,0.3961018919944763,0.11050032824277878,0.3700868785381317,0,Topic 3
83,0.33045780658721924,0.17200824618339539,0.23663093149662018,0.02094622142612934,0.2399567812681198,0,Topic 1
84,0.01854841411113739,0.4712696671485901,0.018280254676938057,0.1713753044605255,0.3205263316631317,1,Topic 2
85,0.020495792850852013,0.020803650841116905,0.16214919090270996,0.7758084535598755,0.020742904394865036,1,Topic 4
86,0.03365902230143547,0.0336778424680233,0.8656474351882935,0.03351374343037605,0.03350193053483963,0,Topic 3
87,0.30136674642562866,0.09619592130184174,0.5714589357376099,0.015445484779775143,0.015532913617789745,0,Topic 3
88,0.812438428401947,0.12729093432426453,0.02003069780766964,0.020079806447029114,0.020160159096121788,0,Topic 1
89,0.022381925955414772,0.02272198162972927,0.2037385106086731,0.7288525700569153,0.022304996848106384,0,Topic 4
90,0.028841504827141762,0.028931425884366035,0.36711403727531433,0.3107922077178955,0.26432085037231445,1,Topic 3
91,0.015445437282323837,0.015663862228393555,0.6653395891189575,0.28801560401916504,0.015535544604063034,1,Topic 3
92,0.23158380389213562,0.20309032499790192,0.2739063799381256,0.26808395981788635,0.023335522040724754,1,Topic 3
93,0.5248750448226929,0.10702112317085266,0.33656319975852966,0.01567789353430271,0.01586274243891239,0,Topic 1
94,0.36350640654563904,0.017334526404738426,0.017977364361286163,0.017391404137015343,0.5837903022766113,1,Topic 5
95,0.02037825435400009,0.2381681352853775,0.260647714138031,0.02001539058983326,0.4607905149459839,0,Topic 5
96,0.38777679204940796,0.01574987731873989,0.015683045610785484,0.0978892520070076,0.48290103673934937,1,Topic 5
97,0.11959491670131683,0.21651774644851685,0.126511812210083,0.5171554684638977,0.02022002823650837,1,Topic 4
98,0.016888445243239403,0.01693994738161564,0.9312705397605896,0.017194252461194992,0.01770685613155365,0,Topic 3
99,0.02015312761068344,0.13946059346199036,0.020085927098989487,0.02021002396941185,0.8000903725624084,1,Topic 5
100,0.01820668764412403,0.23735077679157257,0.7070739269256592,0.018938928842544556,0.01842968538403511,0,Topic 3
101,0.0172116756439209,0.3364393711090088,0.0171241145581007,0.6124151349067688,0.016809683293104172,1,Topic 4
102,0.014424577355384827,0.820361852645874,0.014653678983449936,0.13585251569747925,0.014707352966070175,1,Topic 2
103,0.018217429518699646,0.018217409029603004,0.018345268443226814,0.018216993659734726,0.9270028471946716,1,Topic 5
104,0.17201389372348785,0.1462554633617401,0.36321285367012024,0.22352094948291779,0.09499682486057281,0,Topic 3
105,0.01675947569310665,0.016667136922478676,0.9331888556480408,0.01670834608376026,0.016676198691129684,1,Topic 3
106,0.02500200644135475,0.025022679939866066,0.025021079927682877,0.899893581867218,0.025060659274458885,0,Topic 4
107,0.45359960198402405,0.15894149243831635,0.13403013348579407,0.23947803676128387,0.013950714841485023,0,Topic 1
108,0.21557766199111938,0.15518935024738312,0.017072215676307678,0.017254186794161797,0.5949065685272217,0,Topic 5
109,0.017125269398093224,0.5752661228179932,0.01712089218199253,0.017389999702572823,0.3730977773666382,1,Topic 2
110,0.6879069805145264,0.1356375813484192,0.020292013883590698,0.020696206018328667,0.13546723127365112,0,Topic 1
111,0.018193703144788742,0.018256794661283493,0.927079975605011,0.01823328249156475,0.01823631301522255,1,Topic 3
112,0.35147276520729065,0.015930883586406708,0.0157046839594841,0.6014266014099121,0.01546505931764841,1,Topic 4
113,0.022625204175710678,0.9092991352081299,0.022583676502108574,0.02293001487851143,0.022562017664313316,0,Topic 2
114,0.016680262982845306,0.18876692652702332,0.01670682802796364,0.1277245134115219,0.6501215100288391,0,Topic 5
115,0.018254971131682396,0.9271079301834106,0.018189894035458565,0.018218159675598145,0.018229080364108086,0,Topic 2
116,0.015631094574928284,0.21970966458320618,0.3992551267147064,0.34978437423706055,0.015619717538356781,1,Topic 3
117,0.01878400146961212,0.01863953284919262,0.11509300768375397,0.018952421844005585,0.8285310864448547,0,Topic 5
118,0.40507790446281433,0.1721879243850708,0.22238799929618835,0.17167699337005615,0.02866915985941887,1,Topic 1
119,0.025993354618549347,0.025186963379383087,0.1585065871477127,0.7651588320732117,0.025154244154691696,0,Topic 4
120,0.7945376038551331,0.0200546495616436,0.020097918808460236,0.020095642656087875,0.14521417021751404,0,Topic 1
121,0.01715228334069252,0.01686280593276024,0.01673460565507412,0.016829904168844223,0.9324203729629517,1,Topic 5
122,0.018848521634936333,0.018554141744971275,0.12513190507888794,0.01881847158074379,0.818647027015686,0,Topic 5
123,0.015461298637092113,0.41366279125213623,0.015489296056330204,0.3538270592689514,0.20155955851078033,0,Topic 2
124,0.014837070368230343,0.5627788305282593,0.28080180287361145,0.12690910696983337,0.014673136174678802,0,Topic 2
125,0.41263195872306824,0.01828286610543728,0.30662620067596436,0.2436918020248413,0.018767187371850014,1,Topic 1
126,0.02053912542760372,0.020425396040081978,0.020676394924521446,0.020615391433238983,0.9177437424659729,1,Topic 5
127,0.10000182688236237,0.10000181943178177,0.5999927520751953,0.10000180453062057,0.10000180453062057,0,Topic 3
128,0.1820375770330429,0.11175389587879181,0.014117925427854061,0.6783710718154907,0.013719550333917141,1,Topic 4
129,0.12087821960449219,0.02010076306760311,0.8184320330619812,0.020430047065019608,0.020158957690000534,0,Topic 3
130,0.02019071951508522,0.02034899592399597,0.020061926916241646,0.13132214546203613,0.8080762624740601,0,Topic 5
131,0.03040146827697754,0.36319053173065186,0.030341582372784615,0.545706033706665,0.030360396951436996,1,Topic 4
132,0.015933111310005188,0.0158632043749094,0.2585194706916809,0.6938430070877075,0.01584119349718094,1,Topic 4
133,0.018184198066592216,0.018203724175691605,0.018252769485116005,0.018299994990229607,0.9270593523979187,0,Topic 5
134,0.2646503746509552,0.4467875063419342,0.25129032135009766,0.018753672018647194,0.01851808838546276,1,Topic 2
135,0.17753033339977264,0.01708628423511982,0.017089618369936943,0.7714652419090271,0.016828525811433792,0,Topic 4
136,0.424309641122818,0.016954636201262474,0.01704087108373642,0.18819613754749298,0.3534987270832062,0,Topic 1
137,0.09673630446195602,0.33974623680114746,0.18601322174072266,0.36045148968696594,0.01705279015004635,1,Topic 4
138,0.33805426955223083,0.016806526109576225,0.6114465594291687,0.016703389585018158,0.016989247873425484,0,Topic 3
139,0.0250384621322155,0.17496325075626373,0.7497734427452087,0.02507185749709606,0.025153005495667458,0,Topic 3
140,0.156727135181427,0.02028239145874977,0.020255478098988533,0.02022029645740986,0.782514750957489,0,Topic 5
141,0.02005140110850334,0.02031075395643711,0.9185479879379272,0.020320400595664978,0.020769400522112846,1,Topic 3
142,0.01826292835175991,0.12505203485488892,0.7199345827102661,0.01831744983792305,0.11843295395374298,1,Topic 3
143,0.02232143096625805,0.1937531977891922,0.0227042268961668,0.7386785745620728,0.02254251390695572,0,Topic 4
144,0.02500070258975029,0.14997901022434235,0.7750188708305359,0.025000695139169693,0.025000695139169693,1,Topic 3
145,0.016754576936364174,0.16712987422943115,0.017578907310962677,0.6239641904830933,0.17457248270511627,0,Topic 4
146,0.016800645738840103,0.016843728721141815,0.016941465437412262,0.01697637140750885,0.9324377775192261,1,Topic 5
147,0.02859082631766796,0.028590800240635872,0.02859068475663662,0.8853482007980347,0.028879523277282715,0,Topic 4
148,0.7563914060592651,0.018948150798678398,0.018640851601958275,0.18710897862911224,0.01891062781214714,0,Topic 1
149,0.01567518711090088,0.2955259382724762,0.3639516830444336,0.1361364722251892,0.18871071934700012,0,Topic 3
150,0.21669086813926697,0.12248841673135757,0.118357352912426,0.5242033004760742,0.018260084092617035,1,Topic 4
151,0.20000000298023224,0.20000000298023224,0.20000000298023224,0.20000000298023224,0.20000000298023224,1,Topic 1
152,0.033730410039424896,0.03418891131877899,0.03333519771695137,0.03362445533275604,0.8651210069656372,1,Topic 5
153,0.022225800901651382,0.023420268669724464,0.0227277260273695,0.022421889007091522,0.9092043042182922,1,Topic 5
154,0.02228589355945587,0.02246060036122799,0.7745440602302551,0.023088721558451653,0.15762071311473846,1,Topic 3
155,0.1351568102836609,0.5299406051635742,0.2048829048871994,0.11124391853809357,0.018775733187794685,0,Topic 2
156,0.32063788175582886,0.01598879136145115,0.01597527042031288,0.27303752303123474,0.37436050176620483,1,Topic 5
157,0.6901170015335083,0.0287612434476614,0.02859009988605976,0.22379183769226074,0.028739841654896736,1,Topic 1
158,0.0227122213691473,0.47949811816215515,0.4521907567977905,0.02284420095384121,0.02275473065674305,0,Topic 2
159,0.016912298277020454,0.8431562781333923,0.01688416302204132,0.016908276826143265,0.10613902658224106,1,Topic 2
160,0.02050236240029335,0.8113274574279785,0.12726588547229767,0.020590756088495255,0.020313559100031853,0,Topic 2
161,0.19111210107803345,0.022562935948371887,0.5746286511421204,0.18935561180114746,0.022340690717101097,1,Topic 3
162,0.1715400516986847,0.028787609189748764,0.7420792579650879,0.02879885397851467,0.02879423089325428,0,Topic 3
163,0.20000000298023224,0.20000000298023224,0.20000000298023224,0.20000000298023224,0.20000000298023224,1,Topic 1
164,0.03434088081121445,0.034369777888059616,0.8622673153877258,0.03439643979072571,0.034625571221113205,0,Topic 3
165,0.0171866025775671,0.3576507866382599,0.10461965948343277,0.017253095284104347,0.5032898783683777,0,Topic 5
166,0.020552195608615875,0.020411616191267967,0.6714344024658203,0.2669842541217804,0.020617559552192688,1,Topic 3
167,0.45737767219543457,0.36033549904823303,0.13753199577331543,0.022386593744158745,0.02236827090382576,0,Topic 1
168,0.13199760019779205,0.4109306037425995,0.022249359637498856,0.412530779838562,0.022291669622063637,1,Topic 4
169,0.018277930095791817,0.13725745677947998,0.23034149408340454,0.018403178080916405,0.5957199335098267,0,Topic 5
170,0.10125260800123215,0.10066447407007217,0.5980787873268127,0.10000205039978027,0.10000205785036087,1,Topic 3
171,0.011813458986580372,0.011980096809566021,0.8803595900535583,0.012176569551229477,0.08367027342319489,0,Topic 3
172,0.02504393458366394,0.025025852024555206,0.8998583555221558,0.025030219927430153,0.025041604414582253,0,Topic 3
173,0.17380283772945404,0.164051815867424,0.014408676885068417,0.014538279734551907,0.6331983804702759,0,Topic 5
174,0.7983219027519226,0.13404661417007446,0.022491253912448883,0.022889597341418266,0.022250596433877945,1,Topic 1
175,0.8317664265632629,0.11198045313358307,0.018700435757637024,0.01879621297121048,0.01875651814043522,0,Topic 1
176,0.3891785144805908,0.025460749864578247,0.28007516264915466,0.2799680233001709,0.025317547842860222,1,Topic 1
177,0.5341750979423523,0.016225188970565796,0.41712847352027893,0.0162767693400383,0.016194509342312813,0,Topic 1
178,0.28656280040740967,0.01882878877222538,0.01871870458126068,0.6571378111839294,0.018751895055174828,1,Topic 4
179,0.5992862582206726,0.10000120848417282,0.10000120103359222,0.10071011632680893,0.10000120103359222,1,Topic 1
180,0.01851440593600273,0.018670665100216866,0.10877225548028946,0.83531254529953,0.01873016729950905,1,Topic 4
181,0.03443792089819908,0.4363565742969513,0.4617229700088501,0.033714741468429565,0.03376775234937668,0,Topic 3
182,0.020261511206626892,0.020418573170900345,0.02007226087152958,0.020154792815446854,0.9190928936004639,1,Topic 5
183,0.24595044553279877,0.018325116485357285,0.018483299762010574,0.16311322152614594,0.5541279315948486,0,Topic 5
184,0.8565426468849182,0.09691458195447922,0.015566167421638966,0.01556087564677,0.015415698289871216,1,Topic 1
185,0.018244044855237007,0.018253279849886894,0.6981675624847412,0.018336908891797066,0.24699822068214417,1,Topic 3
186,0.0168078001588583,0.016779974102973938,0.932969868183136,0.0167623870074749,0.016679977998137474,0,Topic 3
187,0.01480339840054512,0.3135465681552887,0.19012674689292908,0.46684885025024414,0.014674457721412182,0,Topic 4
188,0.21645015478134155,0.01670348271727562,0.016693085432052612,0.01677609048783779,0.7333771586418152,0,Topic 5
189,0.01825491152703762,0.018284790217876434,0.48275500535964966,0.01828777603805065,0.46241751313209534,0,Topic 3
190,0.3208024501800537,0.6325088143348694,0.015548013150691986,0.015617510303854942,0.015523240901529789,0,Topic 2
191,0.22539055347442627,0.4414809048175812,0.15275919437408447,0.018299419432878494,0.16206993162631989,0,Topic 2
192,0.017186323180794716,0.18754084408283234,0.12763774394989014,0.01703920029103756,0.6505959033966064,1,Topic 5
193,0.018413424491882324,0.018831046298146248,0.10012958943843842,0.30164945125579834,0.560976505279541,0,Topic 5
194,0.01460238080471754,0.10413021594285965,0.014677186496555805,0.5632666945457458,0.30332350730895996,1,Topic 4
195,0.016705434769392014,0.017009304836392403,0.5150390267372131,0.4344748556613922,0.016771337017416954,1,Topic 3
196,0.015516058541834354,0.015530699864029884,0.015648096799850464,0.09754672646522522,0.8557583689689636,1,Topic 5
197,0.20000000298023224,0.20000000298023224,0.20000000298023224,0.20000000298023224,0.20000000298023224,1,Topic 1
198,0.020764702931046486,0.02118571475148201,0.35626164078712463,0.5807742476463318,0.021013671532273293,0,Topic 4
199,0.3493163585662842,0.0169672854244709,0.01692153699696064,0.5998643040657043,0.016930537298321724,0,Topic 4
200,0.84858638048172,0.015529930591583252,0.015685418620705605,0.015648413449525833,0.10454980283975601,1,Topic 1
201,0.018296292051672935,0.01833282969892025,0.2960396409034729,0.6491106748580933,0.01822056993842125,0,Topic 4
202,0.02925431728363037,0.02974667400121689,0.029249604791402817,0.029972555115818977,0.8817768692970276,0,Topic 5
203,0.020060820505023003,0.020048465579748154,0.4512253999710083,0.35487911105155945,0.15378619730472565,1,Topic 3
204,0.10089356452226639,0.8483328819274902,0.01695334166288376,0.016827115789055824,0.01699310541152954,0,Topic 2
205,0.7778063416481018,0.1713743954896927,0.016746947541832924,0.017035121098160744,0.01703724078834057,1,Topic 1
206,0.02053649351000786,0.5246964693069458,0.020112140104174614,0.020251920446753502,0.41440296173095703,0,Topic 2
207,0.01685996539890766,0.016702847555279732,0.01671038195490837,0.01674693450331688,0.9329798817634583,0,Topic 5
208,0.06666967272758484,0.06666965782642365,0.07140631228685379,0.06666963547468185,0.7285847067832947,1,Topic 5
209,0.2199501246213913,0.018182549625635147,0.7253438830375671,0.018221227452158928,0.018302174285054207,1,Topic 3
210,0.02041494846343994,0.7682433724403381,0.020484304055571556,0.020507117733359337,0.17035020887851715,1,Topic 2
211,0.02076117880642414,0.3994492292404175,0.020051181316375732,0.5395913124084473,0.02014714851975441,1,Topic 4
212,0.020162643864750862,0.020700877532362938,0.4646560847759247,0.02007235959172249,0.4744080901145935,0,Topic 5
213,0.01950317621231079,0.3607937693595886,0.018829187378287315,0.018799109384417534,0.5820747017860413,1,Topic 5
214,0.018231427296996117,0.01847435161471367,0.018293894827365875,0.0182943195104599,0.9267060160636902,0,Topic 5
215,0.025099216029047966,0.025483865290880203,0.8988919258117676,0.025296900421380997,0.02522808313369751,1,Topic 3
216,0.040079861879348755,0.8388610482215881,0.04001086950302124,0.040400367230176926,0.040647879242897034,1,Topic 2
217,0.02001228928565979,0.020201994106173515,0.11982211470603943,0.8194838762283325,0.020479785278439522,0,Topic 4
218,0.020406819880008698,0.020186586305499077,0.21905575692653656,0.2649209201335907,0.4754299223423004,1,Topic 5
219,0.02016385644674301,0.1586345136165619,0.6527396440505981,0.02016611583530903,0.14829589426517487,1,Topic 3
220,0.2664164900779724,0.6716742515563965,0.020649461075663567,0.02070922777056694,0.020550580695271492,0,Topic 2
221,0.3717602491378784,0.33748242259025574,0.023586591705679893,0.2438763976097107,0.023294346407055855,0,Topic 1
222,0.050143420696258545,0.05022408440709114,0.050125252455472946,0.7987173795700073,0.05078986659646034,1,Topic 4
223,0.25790393352508545,0.022916298359632492,0.6734634041786194,0.022897737100720406,0.022818680852651596,0,Topic 3
224,0.01721234619617462,0.30363038182258606,0.4602721929550171,0.2016524374485016,0.01723262295126915,1,Topic 3
225,0.017196262255311012,0.016909800469875336,0.32700246572494507,0.34746551513671875,0.2914259433746338,0,Topic 4
226,0.02977045439183712,0.029866423457860947,0.028615335002541542,0.6292722225189209,0.2824755609035492,0,Topic 4
227,0.014490554109215736,0.014692380093038082,0.01460407953709364,0.015076812356710434,0.9411361217498779,0,Topic 5
228,0.26605260372161865,0.025291847065091133,0.02504817768931389,0.6578598618507385,0.02574748732149601,1,Topic 4
229,0.19628258049488068,0.02292628586292267,0.02321212738752365,0.7342388033866882,0.02334020659327507,0,Topic 4
230,0.5827724933624268,0.025867901742458344,0.15514419972896576,0.026558728888630867,0.2096567153930664,0,Topic 1
231,0.13731224834918976,0.02024863101541996,0.6922979950904846,0.1299407035112381,0.02020040526986122,1,Topic 3
232,0.02078135870397091,0.27461931109428406,0.12113538384437561,0.5631811022758484,0.020282825455069542,1,Topic 4
233,0.020956432446837425,0.3007233142852783,0.3848370611667633,0.020991606637835503,0.2724916338920593,0,Topic 3
234,0.023679153993725777,0.2646018862724304,0.3138216733932495,0.02270515449345112,0.37519216537475586,0,Topic 5
235,0.2582428753376007,0.31427139043807983,0.018231870606541634,0.39084914326667786,0.01840471848845482,1,Topic 4
236,0.025744952261447906,0.025291603058576584,0.025470297783613205,0.39254841208457947,0.5309447646141052,0,Topic 5
237,0.040004853159189224,0.040004827082157135,0.04000481590628624,0.8399807214736938,0.04000480845570564,0,Topic 4
238,0.01667998917400837,0.10742973536252975,0.16878654062747955,0.25733593106269836,0.4497677981853485,1,Topic 5
239,0.02509874477982521,0.02542588859796524,0.025008205324411392,0.02540198527276516,0.8990651965141296,0,Topic 5
240,0.27609825134277344,0.22212029993534088,0.01566271483898163,0.4704597592353821,0.015658985823392868,0,Topic 4
241,0.015479188412427902,0.016135670244693756,0.016290070489048958,0.9366015791893005,0.015493536368012428,1,Topic 4
242,0.016687875613570213,0.016692133620381355,0.9332593679428101,0.01667853631079197,0.016682108864188194,0,Topic 3
243,0.02886698953807354,0.8852659463882446,0.02858285792171955,0.028651878237724304,0.02863234095275402,1,Topic 2
244,0.01706869527697563,0.9316795468330383,0.017133135348558426,0.017085960134863853,0.017032645642757416,0,Topic 2
245,0.015881288796663284,0.36566635966300964,0.016021398827433586,0.015900056809186935,0.586530864238739,0,Topic 5
246,0.018685290589928627,0.018188312649726868,0.6201441287994385,0.3246285915374756,0.018353722989559174,1,Topic 3
247,0.31459060311317444,0.16261999309062958,0.02104268968105316,0.1544097661972046,0.34733688831329346,1,Topic 5
248,0.04000035300850868,0.04000035300850868,0.8399986028671265,0.040000349283218384,0.040000349283218384,1,Topic 3
249,0.022428760305047035,0.17263957858085632,0.18552763760089874,0.1734820157289505,0.44592195749282837,0,Topic 5
250,0.18765950202941895,0.02559075504541397,0.16658520698547363,0.02552379108965397,0.5946407318115234,0,Topic 5
251,0.1125723347067833,0.4946591854095459,0.2887547016143799,0.013517401181161404,0.09049636125564575,1,Topic 2
252,0.20000000298023224,0.20000000298023224,0.20000000298023224,0.20000000298023224,0.20000000298023224,1,Topic 1
